Data Model,Event Type,Field Group,Title,Data Type,Consistency,Required,Notes,Description
Clinical Summary,PatientPush,CareTeams,CareTeams[].Organization.Telecom[].Use,undefined,2,false,"","The purpose of this telecommunications address (e.g. home, work, direct)"
Clinical Summary,PatientPush,CareTeams,CareTeams[].Organization.Telecom[].System,undefined,2,false,"[Supported Values](http://hl7.org/fhir/valueset-contact-point-system.html)","The form of this address (e.g. phone, email, fax)"
Clinical Summary,PatientPush,CareTeams,CareTeams[].Encounter,Object,2,false,"",""
Clinical Summary,PatientPush,CareTeams,CareTeams[].Encounter.Identifiers[],Array of Objects,2,false,"","List of IDs specific to this encounter"
Clinical Summary,PatientPush,CareTeams,CareTeams[].Encounter.Identifiers[].ID,String,2,false,"","An ID specific to this encounter"
Clinical Summary,PatientPush,CareTeams,CareTeams[].Encounter.Identifiers[].IDType,String,2,false,"Could be an OID or a human-readable name","The source or system to which this ID pertains"
Clinical Summary,PatientPush,CareTeams,CareTeams[].Encounter.Status,String,2,false,"","The status of the encounter"
Clinical Summary,PatientPush,CareTeams,CareTeams[].Encounter.Type.Code,String,1,true,"CPT-4","A code describing the type of encounter (office visit, hospital, etc)"
Clinical Summary,PatientPush,CareTeams,CareTeams[].Encounter.Type.CodeSystem,String,1,false,"Either CodeSystem or CodeSystemName (preferred) is required when a Code is present.","ID of the coding system to which the code belongs in OID format."
Clinical Summary,PatientPush,CareTeams,CareTeams[].Encounter.Type.CodeSystemName,String,1,false,"Either CodeSystem or CodeSystemName (preferred) is required when a Code is present.","Coding system to which the code belongs (e.g. SNOMED CT, LOINC, RxNorm, CVX, ICD9, ICD10)"
Clinical Summary,PatientPush,CareTeams,CareTeams[].Encounter.Type.Name,String,1,false,"","Name of the type of encounter (office visit, hospital, etc)"
Clinical Summary,PatientPush,CareTeams,CareTeams[].Encounter.Type.AltCodes[],Array of Objects,3,false,"","Alternate or translation codes for the type of encounter (office visit, hospital, etc)"
Clinical Summary,PatientPush,CareTeams,CareTeams[].Encounter.Type.AltCodes[].Code,String,3,false,"","A code describing the type of encounter (office visit, hospital, etc)"
Clinical Summary,PatientPush,CareTeams,CareTeams[].Encounter.Type.AltCodes[].CodeSystem,String,3,false,"Either CodeSystem or CodeSystemName (preferred) is required when a Code is present.","ID of the coding system to which the code belongs in OID format."
Clinical Summary,PatientPush,CareTeams,CareTeams[].Encounter.Type.AltCodes[].CodeSystemName,String,3,false,"Either CodeSystem or CodeSystemName (preferred) is required when a Code is present.","Coding system to which the code belongs (e.g. SNOMED CT, LOINC, RxNorm, CVX, ICD9, ICD10)"
Clinical Summary,PatientPush,CareTeams,CareTeams[].Encounter.Type.AltCodes[].Name,String,3,false,"","Name of the type of encounter (office visit, hospital, etc)"
Clinical Summary,PatientPush,CareTeams,CareTeams[].Encounter.DateTime,DateTime,1,true,"[ISO 8601 Format](http://en.wikipedia.org/wiki/ISO_8601)","When the encounter took place, or alternatively when the encounter began if CareTeams[].Encounter.EndDateTime is present."
Clinical Summary,PatientPush,CareTeams,CareTeams[].Encounter.EndDateTime,DateTime,3,false,"[ISO 8601 Format](http://en.wikipedia.org/wiki/ISO_8601)","When the encounter was completed, if available."
Clinical Summary,PatientPush,CareTeams,CareTeams[].Members[],Array of Objects,undefined,false,"","Members of the care team"
Clinical Summary,PatientPush,CareTeams,CareTeams[].Members[].Identifiers[],Array of Objects,1,true,"","List of IDs and ID Types that identify the concept"
Clinical Summary,PatientPush,CareTeams,CareTeams[].Members[].Identifiers[].ID,String,1,true,"","ID for the concept"
Clinical Summary,PatientPush,CareTeams,CareTeams[].Members[].Identifiers[].IDType,String,1,true,"","The type of ID"
Clinical Summary,PatientPush,CareTeams,CareTeams[].Members[].FirstName,String,undefined,false,"","First name of the care team member"
Clinical Summary,PatientPush,CareTeams,CareTeams[].Members[].MiddleName,String,undefined,false,"","Middle name of the care team member"
Clinical Summary,PatientPush,CareTeams,CareTeams[].Members[].LastName,String,undefined,false,"","Last name of the care team member"
Clinical Summary,PatientPush,CareTeams,CareTeams[].Members[].Credentials[],String,undefined,false,"","Credentials of the care team member"
Clinical Summary,PatientPush,CareTeams,CareTeams[].Members[].Address,Object,2,false,"","Physical address"
Clinical Summary,PatientPush,CareTeams,CareTeams[].Members[].Address.StreetAddress,String,2,false,"","Street address"
Clinical Summary,PatientPush,CareTeams,CareTeams[].Members[].Address.City,String,2,false,"","City"
Clinical Summary,PatientPush,CareTeams,CareTeams[].Members[].Address.State,String,2,false,"","State"
Clinical Summary,PatientPush,CareTeams,CareTeams[].Members[].Address.ZIP,String,2,false,"","ZIP"
Clinical Summary,PatientPush,CareTeams,CareTeams[].Members[].Address.County,String,3,false,"","County"
Clinical Summary,PatientPush,CareTeams,CareTeams[].Members[].Address.Country,String,3,false,"","Country"
Clinical Summary,PatientPush,CareTeams,CareTeams[].Members[].Telecom[],Array of Objects,undefined,false,"","Phone, fax, email, or other communication numbers for the care team member"
Clinical Summary,PatientPush,CareTeams,CareTeams[].Members[].Telecom[].Value,undefined,undefined,false,"","The phone number or telecommunications address"
Clinical Summary,PatientPush,CareTeams,CareTeams[].Members[].Telecom[].Use,undefined,undefined,false,"","The purpose of this telecommunications address (e.g. home, work, direct)"
Clinical Summary,PatientPush,CareTeams,CareTeams[].Members[].Telecom[].System,undefined,undefined,false,"[Supported Values](http://hl7.org/fhir/valueset-contact-point-system.html)","The form of this address (e.g. phone, email, fax)"
Clinical Summary,PatientPush,CareTeams,CareTeams[].Members[].StartDateTime,String,undefined,false,"[ISO 8601 Format](http://en.wikipedia.org/wiki/ISO_8601)","When the care team member joined the care team"
Clinical Summary,PatientPush,CareTeams,CareTeams[].Members[].EndDateTime,String,undefined,false,"[ISO 8601 Format](http://en.wikipedia.org/wiki/ISO_8601)","When the care team member left the care team"
Clinical Summary,PatientPush,CareTeams,CareTeams[].Members[].Roles[].Code,String,2,false,"","A code describing the roles of the care team member"
Clinical Summary,PatientPush,CareTeams,CareTeams[].Members[].Roles[].CodeSystem,String,2,false,"Either CodeSystem or CodeSystemName (preferred) is required when a Code is present.","ID of the coding system to which the code belongs in OID format."
Clinical Summary,PatientPush,CareTeams,CareTeams[].Members[].Roles[].CodeSystemName,String,2,false,"Either CodeSystem or CodeSystemName (preferred) is required when a Code is present.","Coding system to which the code belongs (e.g. SNOMED CT, LOINC, RxNorm, CVX, ICD9, ICD10)"
Clinical Summary,PatientPush,CareTeams,CareTeams[].Members[].Roles[].Name,String,2,false,"","Name of the roles of the care team member"
Clinical Summary,PatientPush,CareTeams,CareTeams[].Members[].Roles[].AltCodes[],Array of Objects,3,false,"","Alternate or translation codes for the roles of the care team member"
Clinical Summary,PatientPush,CareTeams,CareTeams[].Members[].Roles[].AltCodes[].Code,String,3,false,"","A code describing the roles of the care team member"
Clinical Summary,PatientPush,CareTeams,CareTeams[].Members[].Roles[].AltCodes[].CodeSystem,String,3,false,"Either CodeSystem or CodeSystemName (preferred) is required when a Code is present.","ID of the coding system to which the code belongs in OID format."
Clinical Summary,PatientPush,CareTeams,CareTeams[].Members[].Roles[].AltCodes[].CodeSystemName,String,3,false,"Either CodeSystem or CodeSystemName (preferred) is required when a Code is present.","Coding system to which the code belongs (e.g. SNOMED CT, LOINC, RxNorm, CVX, ICD9, ICD10)"
Clinical Summary,PatientPush,CareTeams,CareTeams[].Members[].Roles[].AltCodes[].Name,String,3,false,"","Name of the roles of the care team member"
Clinical Summary,PatientPush,Encounters,EncountersText,String,2,false,"When sent via Redox API, this can ONLY be pushed as plain text without any markup.","Free text form of the encounters summary"
Clinical Summary,PatientPush,Encounters,Encounters[],Array of Objects,2,false,"",""
Clinical Summary,PatientPush,Encounters,Encounters[].Identifiers[],Array of Objects,2,false,"","List of IDs specific to this encounter"
Clinical Summary,PatientPush,Encounters,Encounters[].Identifiers[].ID,String,2,false,"","An ID specific to this encounter"
Clinical Summary,PatientPush,Encounters,Encounters[].Identifiers[].IDType,String,2,false,"Could be an OID or a human-readable name","The source or system to which this ID pertains"
Clinical Summary,PatientPush,Encounters,Encounters[].Status,String,2,false,"","The status of the encounter"
Clinical Summary,PatientPush,Encounters,Encounters[].Type.Code,String,1,true,"CPT-4","A code describing the type of encounter (office visit, hospital, etc)"
Clinical Summary,PatientPush,Encounters,Encounters[].Type.CodeSystem,String,1,false,"Either CodeSystem or CodeSystemName (preferred) is required when a Code is present.","ID of the coding system to which the code belongs in OID format."
Clinical Summary,PatientPush,Encounters,Encounters[].Type.CodeSystemName,String,1,false,"Either CodeSystem or CodeSystemName (preferred) is required when a Code is present.","Coding system to which the code belongs (e.g. SNOMED CT, LOINC, RxNorm, CVX, ICD9, ICD10)"
Clinical Summary,PatientPush,Encounters,Encounters[].Type.Name,String,1,false,"","Name of the type of encounter (office visit, hospital, etc)"
Clinical Summary,PatientPush,Encounters,Encounters[].Type.AltCodes[],Array of Objects,3,false,"","Alternate or translation codes for the type of encounter (office visit, hospital, etc)"
Clinical Summary,PatientPush,Encounters,Encounters[].Type.AltCodes[].Code,String,3,false,"","A code describing the type of encounter (office visit, hospital, etc)"
Clinical Summary,PatientPush,Encounters,Encounters[].Type.AltCodes[].CodeSystem,String,3,false,"Either CodeSystem or CodeSystemName (preferred) is required when a Code is present.","ID of the coding system to which the code belongs in OID format."
Clinical Summary,PatientPush,Encounters,Encounters[].Type.AltCodes[].CodeSystemName,String,3,false,"Either CodeSystem or CodeSystemName (preferred) is required when a Code is present.","Coding system to which the code belongs (e.g. SNOMED CT, LOINC, RxNorm, CVX, ICD9, ICD10)"
Clinical Summary,PatientPush,Encounters,Encounters[].Type.AltCodes[].Name,String,3,false,"","Name of the type of encounter (office visit, hospital, etc)"
Clinical Summary,PatientPush,Encounters,Encounters[].DateTime,DateTime,1,true,"[ISO 8601 Format](http://en.wikipedia.org/wiki/ISO_8601)","When the encounter took place, or alternatively when the encounter began if Encounters[].EndDateTime is present."
Clinical Summary,PatientPush,Encounters,Encounters[].EndDateTime,DateTime,3,false,"[ISO 8601 Format](http://en.wikipedia.org/wiki/ISO_8601)","When the encounter was completed, if available."
Clinical Summary,PatientPush,Encounters,Encounters[].Providers[].NPI,String,2,false,"","NPI of the Encounter Providers"
Clinical Summary,PatientPush,Encounters,Encounters[].Providers[].ID,String,2,false,"This ID is often required for Inpatient Visits.","ID of the Encounter Providers"
Clinical Summary,PatientPush,Encounters,Encounters[].Providers[].IDType,String,2,false,"","ID type of the ID for the Encounter Providers"
Clinical Summary,PatientPush,Encounters,Encounters[].Providers[].FirstName,String,3,false,"","First name of the Encounter Providers"
Clinical Summary,PatientPush,Encounters,Encounters[].Providers[].LastName,String,3,false,"","Last name of the Encounter Providers"
Clinical Summary,PatientPush,Encounters,Encounters[].Providers[].Credentials[],Array of Strings,3,false,"e.g. MD, PhD","List of credentials for the Encounter Providers"
Clinical Summary,PatientPush,Encounters,Encounters[].Providers[].Address,Object,3,false,"","Provider's address"
Clinical Summary,PatientPush,Encounters,Encounters[].Providers[].Address.StreetAddress,String,3,false,"","Street address"
Clinical Summary,PatientPush,Encounters,Encounters[].Providers[].Address.City,String,3,false,"","City"
Clinical Summary,PatientPush,Encounters,Encounters[].Providers[].Address.State,String,3,false,"","State"
Clinical Summary,PatientPush,Encounters,Encounters[].Providers[].Address.ZIP,String,3,false,"","ZIP"
Clinical Summary,PatientPush,Encounters,Encounters[].Providers[].Address.County,String,3,false,"","County"
Clinical Summary,PatientPush,Encounters,Encounters[].Providers[].Address.Country,String,3,false,"","Country"
Clinical Summary,PatientPush,Encounters,Encounters[].Providers[].EmailAddresses[],Array of Strings,2,false,"","Provider's email address(es)"
